interaction,interactionDelta,intent,intentSuccess,stepDelta,step,stepDuration,totalDuration,highlightIngredients,group,interface,recipe,timestamp,session,_id
"prevClick",60120,"prevStep",true,-1,5,60120,159050,,1,"sbs","lasagna","2014-12-08T01:47:48.011Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548503447f671a49094b4923)
"prevClick",447,"prevStep",true,-1,4,447,159497,,1,"sbs","lasagna","2014-12-08T01:47:48.458Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548503447f671a49094b4924)
"nextClick",1748,"nextStep",true,1,3,1748,161245,,1,"sbs","lasagna","2014-12-08T01:47:50.207Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548503467f671a49094b4925)
"nextClick",672,"nextStep",true,1,4,672,161917,,1,"sbs","lasagna","2014-12-08T01:47:50.878Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548503467f671a49094b4926)
"rightKey",396757,"nextStep",true,1,5,396757,558674,,1,"sbs","lasagna","2014-12-08T01:54:27.636Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548504d37f671a49094b4927)
"leftKey",1558,"prevStep",true,-1,6,1558,560232,,1,"sbs","lasagna","2014-12-08T01:54:29.193Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548504d57f671a49094b4928)
"rightKey",329391,"nextStep",true,1,5,329391,889623,,1,"sbs","lasagna","2014-12-08T01:59:58.585Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485061e7f671a49094b4929)
"doneClick",2888085,"done",true,0,6,2888085,3777708,,1,"sbs","lasagna","2014-12-08T02:48:06.670Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548511677f671a49094b492a)
"doneClick",5672323.0,"done",true,0.0,0.0,5672323.0,5672323.0,true,2.0,"control","risotto","2014-12-07T18:02:15.332Z","b693ab00711bf625163aa9369858a5997f0cca58",ObjectID(5485159b186f7df955c69f83)
"startClick",412049,"start",false,1,0,412049,412049,,1,"responsive","risotto","2014-12-08T03:14:35.175Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485179b7f671a49094b492c)
"rightKey",338345,"nextStep",false,0,1,338345,750394,,1,"responsive","risotto","2014-12-08T03:20:13.521Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548518ee7f671a49094b492d)
"downKey",1084,"nextStep",true,1,1,339429,751478,,1,"responsive","risotto","2014-12-08T03:20:14.604Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548518ee7f671a49094b492e)
"upKey",6733,"prevStep",true,-1,2,6733,758211,,1,"responsive","risotto","2014-12-08T03:20:21.338Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548518f57f671a49094b492f)
"downKey",183983,"nextStep",true,1,1,183983,942194,,1,"responsive","risotto","2014-12-08T03:23:25.320Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519ad7f671a49094b4930)
"downKey",6576,"nextStep",true,1,2,6576,948770,,1,"responsive","risotto","2014-12-08T03:23:31.897Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519b47f671a49094b4931)
"downKey",5180,"nextStep",true,1,3,5180,953950,,1,"responsive","risotto","2014-12-08T03:23:37.077Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519b97f671a49094b4932)
"downKey",3455,"nextStep",true,1,4,3455,957405,,1,"responsive","risotto","2014-12-08T03:23:40.532Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519bc7f671a49094b4933)
"upKey",1832,"prevStep",true,-1,5,1832,959237,,1,"responsive","risotto","2014-12-08T03:23:42.363Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519be7f671a49094b4934)
"downKey",1280,"nextStep",true,1,4,1280,960517,,1,"responsive","risotto","2014-12-08T03:23:43.643Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519bf7f671a49094b4935)
"downKey",2664,"nextStep",true,1,5,2664,963181,,1,"responsive","risotto","2014-12-08T03:23:46.307Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519c27f671a49094b4936)
"upKey",3956,"prevStep",true,-1,6,3956,967137,,1,"responsive","risotto","2014-12-08T03:23:50.263Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519c67f671a49094b4937)
"downKey",829,"nextStep",true,1,5,829,967966,,1,"responsive","risotto","2014-12-08T03:23:51.092Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519c77f671a49094b4938)
"downKey",352,"nextStep",true,1,6,352,968318,,1,"responsive","risotto","2014-12-08T03:23:51.444Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519c77f671a49094b4939)
"downKey",3128,"nextStep",true,1,7,3128,971446,,1,"responsive","risotto","2014-12-08T03:23:54.572Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519ca7f671a49094b493a)
"upKey",1200,"prevStep",true,-1,8,1200,972646,,1,"responsive","risotto","2014-12-08T03:23:55.773Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cb7f671a49094b493b)
"upKey",536,"prevStep",true,-1,7,536,973182,,1,"responsive","risotto","2014-12-08T03:23:56.309Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cc7f671a49094b493c)
"downKey",720,"nextStep",true,1,6,720,973902,,1,"responsive","risotto","2014-12-08T03:23:57.028Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cd7f671a49094b493d)
"downKey",184,"nextStep",true,1,7,184,974086,,1,"responsive","risotto","2014-12-08T03:23:57.213Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cd7f671a49094b493e)
"upKey",707,"prevStep",true,-1,8,707,974793,,1,"responsive","risotto","2014-12-08T03:23:57.919Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cd7f671a49094b493f)
"upKey",950,"prevStep",true,-1,7,950,975743,,1,"responsive","risotto","2014-12-08T03:23:58.869Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519ce7f671a49094b4940)
"downKey",775,"nextStep",true,1,6,775,976518,,1,"responsive","risotto","2014-12-08T03:23:59.644Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519cf7f671a49094b4941)
"upKey",3072,"prevStep",true,-1,7,3072,979590,,1,"responsive","risotto","2014-12-08T03:24:02.717Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d27f671a49094b4942)
"upKey",1881,"prevStep",true,-1,6,1881,981471,,1,"responsive","risotto","2014-12-08T03:24:04.597Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d47f671a49094b4943)
"upKey",928,"prevStep",true,-1,5,928,982399,,1,"responsive","risotto","2014-12-08T03:24:05.525Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d57f671a49094b4944)
"downKey",1520,"nextStep",true,1,4,1520,983919,,1,"responsive","risotto","2014-12-08T03:24:07.045Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d77f671a49094b4945)
"upKey",1104,"prevStep",true,-1,5,1104,985023,,1,"responsive","risotto","2014-12-08T03:24:08.149Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d87f671a49094b4946)
"upKey",577,"prevStep",true,-1,4,577,985600,,1,"responsive","risotto","2014-12-08T03:24:08.727Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d87f671a49094b4947)
"upKey",1063,"prevStep",true,-1,3,1063,986663,,1,"responsive","risotto","2014-12-08T03:24:09.789Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519d97f671a49094b4948)
"upKey",37029,"prevStep",true,-1,2,37029,1023692,,1,"responsive","risotto","2014-12-08T03:24:46.818Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548519fe7f671a49094b4949)
"downKey",6391,"nextStep",true,1,1,6391,1030083,,1,"responsive","risotto","2014-12-08T03:24:53.209Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a057f671a49094b494a)
"upKey",21128,"prevStep",true,-1,2,21128,1051211,,1,"responsive","risotto","2014-12-08T03:25:14.337Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a1a7f671a49094b494b)
"downKey",18114,"nextStep",true,1,1,18114,1069325,,1,"responsive","risotto","2014-12-08T03:25:32.451Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a2c7f671a49094b494c)
"downKey",584,"nextStep",true,1,2,584,1069909,,1,"responsive","risotto","2014-12-08T03:25:33.035Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a2d7f671a49094b494d)
"downKey",1096,"nextStep",true,1,3,1096,1071005,,1,"responsive","risotto","2014-12-08T03:25:34.131Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a2e7f671a49094b494e)
"downKey",1008,"nextStep",true,1,4,1008,1072013,,1,"responsive","risotto","2014-12-08T03:25:35.139Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a2f7f671a49094b494f)
"downKey",751,"nextStep",true,1,5,751,1072764,,1,"responsive","risotto","2014-12-08T03:25:35.890Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a2f7f671a49094b4950)
"upKey",568,"prevStep",true,-1,6,568,1073332,,1,"responsive","risotto","2014-12-08T03:25:36.458Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a307f671a49094b4951)
"upKey",1589,"prevStep",true,-1,5,1589,1074921,,1,"responsive","risotto","2014-12-08T03:25:38.047Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a327f671a49094b4952)
"upKey",307,"prevStep",true,-1,4,307,1075228,,1,"responsive","risotto","2014-12-08T03:25:38.355Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a327f671a49094b4953)
"upKey",232,"prevStep",true,-1,3,232,1075460,,1,"responsive","risotto","2014-12-08T03:25:38.586Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a327f671a49094b4954)
"upKey",216,"prevStep",true,-1,2,216,1075676,,1,"responsive","risotto","2014-12-08T03:25:38.802Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a327f671a49094b4955)
"downKey",90216,"nextStep",true,1,1,90216,1165892,,1,"responsive","risotto","2014-12-08T03:27:09.018Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a8d7f671a49094b4956)
"downKey",776,"nextStep",true,1,2,776,1166668,,1,"responsive","risotto","2014-12-08T03:27:09.794Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a8d7f671a49094b4957)
"upKey",840,"prevStep",true,-1,3,840,1167508,,1,"responsive","risotto","2014-12-08T03:27:10.634Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851a8e7f671a49094b4958)
"downKey",43574,"nextStep",true,1,2,43574,1211082,,1,"responsive","risotto","2014-12-08T03:27:54.208Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851aba7f671a49094b4959)
"downKey",485325,"nextStep",true,1,3,485325,1696407,,1,"responsive","risotto","2014-12-08T03:35:59.534Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851c9f7f671a49094b495a)
"upKey",272226,"prevStep",true,-1,4,272226,1968633,,1,"responsive","risotto","2014-12-08T03:40:31.759Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851db07f671a49094b495b)
"downKey",14969,"nextStep",true,1,3,14969,1983602,,1,"responsive","risotto","2014-12-08T03:40:46.728Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851dbf7f671a49094b495c)
"upKey",7984,"prevStep",true,-1,4,7984,1991586,,1,"responsive","risotto","2014-12-08T03:40:54.713Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851dc67f671a49094b495d)
"downKey",3640,"nextStep",true,1,3,3640,1995226,,1,"responsive","risotto","2014-12-08T03:40:58.352Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851dca7f671a49094b495e)
"downKey",415050,"nextStep",true,1,4,415050,2410276,,1,"responsive","risotto","2014-12-08T03:47:53.403Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851f697f671a49094b495f)
"downKey",1061,"nextStep",true,1,5,1061,2411337,,1,"responsive","risotto","2014-12-08T03:47:54.463Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851f6a7f671a49094b4960)
"upKey",4392,"prevStep",true,-1,6,4392,2415729,,1,"responsive","risotto","2014-12-08T03:47:58.855Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851f6f7f671a49094b4961)
"upKey",575,"prevStep",true,-1,5,575,2416304,,1,"responsive","risotto","2014-12-08T03:47:59.431Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(54851f6f7f671a49094b4962)
"downKey",170071,"nextStep",true,1,4,170071,2586375,,1,"responsive","risotto","2014-12-08T03:50:49.502Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485201a7f671a49094b4963)
"downKey",572,"nextStep",true,1,5,572,2586947,,1,"responsive","risotto","2014-12-08T03:50:50.074Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485201a7f671a49094b4964)
"upKey",712,"prevStep",true,-1,6,712,2587659,,1,"responsive","risotto","2014-12-08T03:50:50.785Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485201a7f671a49094b4965)
"upKey",240,"prevStep",true,-1,5,240,2587899,,1,"responsive","risotto","2014-12-08T03:50:51.026Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485201b7f671a49094b4966)
"upKey",488,"prevStep",true,-1,4,488,2588387,,1,"responsive","risotto","2014-12-08T03:50:51.513Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485201b7f671a49094b4967)
"downKey",12783,"nextStep",true,1,3,12783,2601170,,1,"responsive","risotto","2014-12-08T03:51:04.297Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520287f671a49094b4968)
"downKey",341,"nextStep",true,1,4,341,2601511,,1,"responsive","risotto","2014-12-08T03:51:04.638Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520287f671a49094b4969)
"downKey",336,"nextStep",true,1,5,336,2601847,,1,"responsive","risotto","2014-12-08T03:51:04.974Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520297f671a49094b496a)
"downKey",512,"nextStep",true,1,6,512,2602359,,1,"responsive","risotto","2014-12-08T03:51:05.485Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520297f671a49094b496b)
"upKey",3261,"prevStep",true,-1,7,3261,2605620,,1,"responsive","risotto","2014-12-08T03:51:08.747Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485202c7f671a49094b496c)
"downKey",768,"nextStep",true,1,6,768,2606388,,1,"responsive","risotto","2014-12-08T03:51:09.514Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485202d7f671a49094b496d)
"upKey",1233,"prevStep",true,-1,7,1233,2607621,,1,"responsive","risotto","2014-12-08T03:51:10.747Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485202e7f671a49094b496e)
"upKey",903,"prevStep",true,-1,6,903,2608524,,1,"responsive","risotto","2014-12-08T03:51:11.651Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485202f7f671a49094b496f)
"upKey",1048,"prevStep",true,-1,5,1048,2609572,,1,"responsive","risotto","2014-12-08T03:51:12.699Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520307f671a49094b4970)
"downKey",1416,"nextStep",true,1,4,1416,2610988,,1,"responsive","risotto","2014-12-08T03:51:14.114Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520327f671a49094b4971)
"downKey",264,"nextStep",true,1,5,264,2611252,,1,"responsive","risotto","2014-12-08T03:51:14.378Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520327f671a49094b4972)
"downKey",312,"nextStep",true,1,6,312,2611564,,1,"responsive","risotto","2014-12-08T03:51:14.691Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520327f671a49094b4973)
"upKey",688,"prevStep",true,-1,7,688,2612252,,1,"responsive","risotto","2014-12-08T03:51:15.378Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520337f671a49094b4974)
"upKey",224,"prevStep",true,-1,6,224,2612476,,1,"responsive","risotto","2014-12-08T03:51:15.602Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520337f671a49094b4975)
"upKey",952,"prevStep",true,-1,5,952,2613428,,1,"responsive","risotto","2014-12-08T03:51:16.554Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548520347f671a49094b4976)
"downKey",238154,"nextStep",true,1,4,238154,2851582,,1,"responsive","risotto","2014-12-08T03:55:14.709Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548521237f671a49094b4977)
"upKey",5132,"prevStep",true,-1,5,5132,2856714,,1,"responsive","risotto","2014-12-08T03:55:19.840Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548521277f671a49094b4978)
"downKey",579577,"nextStep",true,1,4,579577,3436291,,1,"responsive","risotto","2014-12-08T04:04:59.418Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485236c7f671a49094b4979)
"downKey",893,"nextStep",true,1,5,893,3437184,,1,"responsive","risotto","2014-12-08T04:05:00.310Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485236c7f671a49094b497a)
"downKey",2383,"nextStep",true,1,6,2383,3439567,,1,"responsive","risotto","2014-12-08T04:05:02.693Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485236e7f671a49094b497b)
"doneClick",371549,"done",true,0,7,371549,3811116,,1,"responsive","risotto","2014-12-08T04:11:14.243Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548524e27f671a49094b497c)
