interaction,interactionDelta,intent,intentSuccess,stepDelta,step,stepDuration,totalDuration,highlightIngredients,group,interface,recipe,timestamp,session,_id
"nextClick",6180,"nextStep",true,1,3,6180,2986374,,1,"sbs","lasagna","2014-12-08T01:39:07.378Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485013c7f671a49094b4914)
"prevClick",32951,"prevStep",true,-1,4,32951,3019325,,1,"sbs","lasagna","2014-12-08T01:39:40.329Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485015c7f671a49094b4915)
"prevClick",1111,"prevStep",true,-1,3,1111,3020436,,1,"sbs","lasagna","2014-12-08T01:39:41.441Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(5485015d7f671a49094b4916)
"unknownClick",151010,"unknown",false,0,2,151010,3171446,,1,"sbs","lasagna","2014-12-08T01:42:12.451Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548501f97f671a49094b4917)
"nextClick",1391,"nextStep",true,1,3,1391,3173799,,1,"sbs","lasagna","2014-12-08T01:42:14.803Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548501f97f671a49094b4918)
"nextClick",962,"nextStep",true,1,2,151972,3172408,,1,"sbs","lasagna","2014-12-08T01:42:13.412Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548501fb7f671a49094b4919)
"nextClick",100063,"nextStep",true,1,4,100063,3273862,,1,"sbs","lasagna","2014-12-08T01:43:54.867Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502637f671a49094b491a)
"nextClick",9426,"nextStep",true,1,5,9426,3283288,,1,"sbs","lasagna","2014-12-08T01:44:04.292Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502647f671a49094b491b)
"prevClick",2083,"prevStep",true,-1,6,2083,3285371,,1,"sbs","lasagna","2014-12-08T01:44:06.375Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502667f671a49094b491c)
"prevClick",726,"prevStep",true,-1,5,726,3286097,,1,"sbs","lasagna","2014-12-08T01:44:07.101Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502677f671a49094b491d)
"startClick",15,"start",false,1,0,15,15,,1,"sbs","lasagna","2014-12-08T01:45:08.976Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502a57f671a49094b491e)
"nextClick",3869,"nextStep",true,1,1,3869,3884,,1,"sbs","lasagna","2014-12-08T01:45:12.845Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502a87f671a49094b491f)
"nextClick",784,"nextStep",true,1,2,784,4668,,1,"sbs","lasagna","2014-12-08T01:45:13.629Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502a97f671a49094b4920)
"nextClick",689,"nextStep",true,1,3,689,5357,,1,"sbs","lasagna","2014-12-08T01:45:14.318Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548502aa7f671a49094b4921)
"nextClick",93573,"nextStep",true,1,4,93573,98930,,1,"sbs","lasagna","2014-12-08T01:46:47.893Z","a7eb5180f2e6e2f4d49d743114520acff26d4c7e",ObjectID(548503087f671a49094b4922)
